StrRef,Flags,SoundRef,VolumeVariance,PitchVariance,SoundLength
3358,7,vs_fhuskyf_help,0,0,0.0
3359,7,vs_fhuskyf_enmy,0,0,0.0
3360,7,vs_fhuskyf_flee,0,0,0.0
3361,7,vs_fhuskyf_tant,0,0,0.0
3362,7,vs_fhuskyf_gard,0,0,0.0
3363,7,vs_fhuskyf_hold,0,0,0.0
3364,7,vs_fhuskyf_dyin,0,0,0.0
3365,7,vs_fhuskyf_sick,0,0,0.0
3366,7,vs_fhuskyf_spel,0,0,0.0
3367,7,vs_fhuskyf_inff,0,0,0.0
3368,7,vs_fhuskyf_foll,0,0,0.0
3369,7,vs_fhuskyf_look,0,0,0.0
3370,7,vs_fhuskyf_grup,0,0,0.0
3371,7,vs_fhuskyf_move,0,0,0.0
3372,7,vs_fhuskyf_pick,0,0,0.0
3373,7,vs_fhuskyf_srch,0,0,0.0
3374,7,vs_fhuskyf_hide,0,0,0.0
3375,7,vs_fhuskyf_can,0,0,0.0
3376,7,vs_fhuskyf_cant,0,0,0.0
3377,7,vs_fhuskyf_done,0,0,0.0
3378,7,vs_fhuskyf_encm,0,0,0.0
3379,7,vs_fhuskyf_slct,0,0,0.0
3380,7,vs_fhuskyf_hi,0,0,0.0
3381,7,vs_fhuskyf_yes,0,0,0.0
3382,7,vs_fhuskyf_no,0,0,0.0
3383,7,vs_fhuskyf_stop,0,0,0.0
3384,7,vs_fhuskyf_rest,0,0,0.0
3385,7,vs_fhuskyf_bore,0,0,0.0
3386,7,vs_fhuskyf_bye,0,0,0.0
3387,7,vs_fhuskyf_thnx,0,0,0.0
3388,7,vs_fhuskyf_cuss,0,0,0.0
3389,7,vs_fhuskyf_vict,0,0,0.0
3390,7,vs_fhuskyf_say,0,0,0.0
3391,7,vs_fhuskyf_good,0,0,0.0
3392,7,vs_fhuskyf_bad,0,0,0.0
3393,7,vs_fhuskyf_warn,0,0,0.0
3394,7,vs_fpowerm_attk,0,0,0.0
3395,7,vs_fpowerm_bat1,0,0,0.0
3396,7,vs_fpowerm_bat2,0,0,0.0
3397,7,vs_fpowerm_bat3,0,0,0.0
3398,7,vs_fpowerm_heal,0,0,0.0
3399,7,vs_fpowerm_help,0,0,0.0
3400,7,vs_fpowerm_enmy,0,0,0.0
3401,7,vs_fpowerm_flee,0,0,0.0
3402,7,vs_fpowerm_tant,0,0,0.0
3403,7,vs_fpowerm_gard,0,0,0.0
3404,7,vs_fpowerm_hold,0,0,0.0
3405,7,vs_fpowerm_dyin,0,0,0.0
3406,7,vs_fpowerm_sick,0,0,0.0
3407,7,vs_fpowerm_spel,0,0,0.0
3408,7,vs_fpowerm_inff,0,0,0.0
3409,7,vs_fpowerm_foll,0,0,0.0
3410,7,vs_fpowerm_look,0,0,0.0
3411,7,vs_fpowerm_grup,0,0,0.0
3412,7,vs_fpowerm_move,0,0,0.0
3413,7,vs_fpowerm_pick,0,0,0.0
3414,7,vs_fpowerm_srch,0,0,0.0
3415,7,vs_fpowerm_hide,0,0,0.0
3416,7,vs_fpowerm_can,0,0,0.0
3417,7,vs_fpowerm_cant,0,0,0.0
3418,7,vs_fpowerm_done,0,0,0.0
3419,7,vs_fpowerm_encm,0,0,0.0
3420,7,vs_fpowerm_slct,0,0,0.0
3421,7,vs_fpowerm_hi,0,0,0.0
3422,7,vs_fpowerm_yes,0,0,0.0
3423,7,vs_fpowerm_no,0,0,0.0
3424,7,vs_fpowerm_stop,0,0,0.0
3425,7,vs_fpowerm_rest,0,0,0.0
3426,7,vs_fpowerm_bore,0,0,0.0
3427,7,vs_fpowerm_bye,0,0,0.0
3428,7,vs_fpowerm_thnx,0,0,0.0
3429,7,vs_fpowerm_cuss,0,0,0.0
3430,7,vs_fpowerm_vict,0,0,0.0
3431,7,vs_fpowerm_say,0,0,0.0
3432,7,vs_fpowerm_good,0,0,0.0
3433,7,vs_fpowerm_bad,0,0,0.0
3434,7,vs_fpowerm_warn,0,0,0.0
3435,7,vs_fpsychm_attk,0,0,0.0
3436,7,vs_fpsychm_bat1,0,0,0.0
3437,7,vs_fpsychm_bat2,0,0,0.0
3438,7,vs_fpsychm_bat3,0,0,0.0
3439,7,vs_fpsychm_heal,0,0,0.0
3440,7,vs_fpsychm_help,0,0,0.0
3441,7,vs_fpsychm_enmy,0,0,0.0
3442,7,vs_fpsychm_flee,0,0,0.0
3443,7,vs_fpsychm_tant,0,0,0.0
3444,7,vs_fpsychm_gard,0,0,0.0
3445,7,vs_fpsychm_hold,0,0,0.0
3446,7,vs_fpsychm_dyin,0,0,0.0
3447,7,vs_fpsychm_sick,0,0,0.0
3448,7,vs_fpsychm_spel,0,0,0.0
3449,7,vs_fpsychm_inff,0,0,0.0
3450,7,vs_fpsychm_foll,0,0,0.0
3451,7,vs_fpsychm_look,0,0,0.0
3452,7,vs_fpsychm_grup,0,0,0.0
3453,7,vs_fpsychm_move,0,0,0.0
3454,7,vs_fpsychm_pick,0,0,0.0
3455,7,vs_fpsychm_srch,0,0,0.0
3456,7,vs_fpsychm_hide,0,0,0.0
3457,7,vs_fpsychm_can,0,0,0.0
3458,7,vs_fpsychm_cant,0,0,0.0
3459,7,vs_fpsychm_done,0,0,0.0
3460,7,vs_fpsychm_encm,0,0,0.0
3461,7,vs_fpsychm_slct,0,0,0.0
3462,7,vs_fpsychm_hi,0,0,0.0
3463,7,vs_fpsychm_yes,0,0,0.0
3464,7,vs_fpsychm_no,0,0,0.0
3465,7,vs_fpsychm_stop,0,0,0.0
3466,7,vs_fpsychm_rest,0,0,0.0
3467,7,vs_fpsychm_bore,0,0,0.0
3468,7,vs_fpsychm_bye,0,0,0.0
3469,7,vs_fpsychm_thnx,0,0,0.0
3470,7,vs_fpsychm_cuss,0,0,0.0
3471,7,vs_fpsychm_vict,0,0,0.0
3472,7,vs_fpsychm_say,0,0,0.0
3473,7,vs_fpsychm_good,0,0,0.0
3474,7,vs_fpsychm_bad,0,0,0.0
3475,7,vs_fpsychm_warn,0,0,0.0
3476,7,vs_fquietf_attk,0,0,0.0
3477,7,vs_fquietf_bat1,0,0,0.0
3478,7,vs_fquietf_bat2,0,0,0.0
3479,7,vs_fquietf_bat3,0,0,0.0
3480,7,vs_fquietf_heal,0,0,0.0
3481,7,vs_fquietf_help,0,0,0.0
3482,7,vs_fquietf_enmy,0,0,0.0
3483,7,vs_fquietf_flee,0,0,0.0
3484,7,vs_fquietf_tant,0,0,0.0
3485,7,vs_fquietf_gard,0,0,0.0
3486,7,vs_fquietf_hold,0,0,0.0
3487,7,vs_fquietf_dyin,0,0,0.0
3488,7,vs_fquietf_sick,0,0,0.0
3489,7,vs_fquietf_spel,0,0,0.0
3490,7,vs_fquietf_inff,0,0,0.0
3491,7,vs_fquietf_foll,0,0,0.0
3492,7,vs_fquietf_look,0,0,0.0
3493,7,vs_fquietf_grup,0,0,0.0
3494,7,vs_fquietf_move,0,0,0.0
3495,7,vs_fquietf_pick,0,0,0.0
3496,7,vs_fquietf_srch,0,0,0.0
3497,7,vs_fquietf_hide,0,0,0.0
3498,7,vs_fquietf_can,0,0,0.0
3499,7,vs_fquietf_cant,0,0,0.0
3500,7,vs_fquietf_done,0,0,0.0
3501,7,vs_fquietf_encm,0,0,0.0
3502,7,vs_fquietf_slct,0,0,0.0
3503,7,vs_fquietf_hi,0,0,0.0
3504,7,vs_fquietf_yes,0,0,0.0
3505,7,vs_fquietf_no,0,0,0.0
3506,7,vs_fquietf_stop,0,0,0.0
3507,7,vs_fquietf_rest,0,0,0.0
3508,7,vs_fquietf_bore,0,0,0.0
3509,7,vs_fquietf_bye,0,0,0.0
3510,7,vs_fquietf_thnx,0,0,0.0
3511,7,vs_fquietf_cuss,0,0,0.0
3512,7,vs_fquietf_vict,0,0,0.0
3513,7,vs_fquietf_say,0,0,0.0
3514,7,vs_fquietf_good,0,0,0.0
3515,7,vs_fquietf_bad,0,0,0.0
3516,7,vs_fquietf_warn,0,0,0.0
3517,7,vs_fsubtlem_attk,0,0,0.0
3518,7,vs_fsubtlem_bat1,0,0,0.0
3519,7,vs_fsubtlem_bat2,0,0,0.0
3520,7,vs_fsubtlem_bat3,0,0,0.0
3521,7,vs_fsubtlem_heal,0,0,0.0
3522,7,vs_fsubtlem_help,0,0,0.0
3523,7,vs_fsubtlem_enmy,0,0,0.0
3524,7,vs_fsubtlem_flee,0,0,0.0
3525,7,vs_fsubtlem_tant,0,0,0.0
3526,7,vs_fsubtlem_gard,0,0,0.0
3527,7,vs_fsubtlem_hold,0,0,0.0
3528,7,vs_fsubtlem_dyin,0,0,0.0
3529,7,vs_fsubtlem_sick,0,0,0.0
3530,7,vs_fsubtlem_spel,0,0,0.0
3531,7,vs_fsubtlem_inff,0,0,0.0
3532,7,vs_fsubtlem_foll,0,0,0.0
3533,7,vs_fsubtlem_look,0,0,0.0
3534,7,vs_fsubtlem_grup,0,0,0.0
3535,7,vs_fsubtlem_move,0,0,0.0
3536,7,vs_fsubtlem_pick,0,0,0.0
3537,7,vs_fsubtlem_srch,0,0,0.0
3538,7,vs_fsubtlem_hide,0,0,0.0
3539,7,vs_fsubtlem_can,0,0,0.0
3540,7,vs_fsubtlem_cant,0,0,0.0
3541,7,vs_fsubtlem_done,0,0,0.0
3542,7,vs_fsubtlem_encm,0,0,0.0
3543,7,vs_fsubtlem_slct,0,0,0.0
3544,7,vs_fsubtlem_hi,0,0,0.0
3545,7,vs_fsubtlem_yes,0,0,0.0
3546,7,vs_fsubtlem_no,0,0,0.0
3547,7,vs_fsubtlem_stop,0,0,0.0
3548,7,vs_fsubtlem_rest,0,0,0.0
3549,7,vs_fsubtlem_bore,0,0,0.0
3550,7,vs_fsubtlem_bye,0,0,0.0
3551,7,vs_fsubtlem_thnx,0,0,0.0
3552,7,vs_fsubtlem_haha,0,0,0.0
3553,7,vs_fsubtlem_cuss,0,0,0.0
3554,7,vs_fsubtlem_vict,0,0,0.0
3555,7,vs_fsubtlem_say,0,0,0.0
3556,7,vs_fsubtlem_good,0,0,0.0
3557,7,vs_fsubtlem_bad,0,0,0.0
3558,7,vs_fsubtlem_warn,0,0,0.0
4100,7,N_Maugr056,0,0,0.0
4101,7,N_Maugr058,0,0,0.0
4102,7,N_Maugr062,0,0,0.0
4103,7,N_Maugr063,0,0,0.0
4104,7,N_Maugr064,0,0,0.0
4105,7,N_Maugr065,0,0,0.0
4106,7,N_Maugr066,0,0,0.0
4107,7,N_Maugr067,0,0,0.0
4108,7,N_Morag001,0,0,0.0
4109,7,N_Morag002,0,0,0.0
4110,7,N_Morag003,0,0,0.0
4111,7,N_Morag004,0,0,0.0
4112,7,N_Morag005,0,0,0.0
4113,7,N_Morag006,0,0,0.0
4114,7,N_Morag007,0,0,0.0
4115,7,N_Morag008,0,0,0.0
4116,7,N_Morag009,0,0,0.0
4117,7,N_Morag011,0,0,0.0
4118,7,N_Morag013,0,0,0.0
4119,7,N_Morag022,0,0,0.0
4120,7,N_Morag023,0,0,0.0
4130,7,N_Morag033,0,0,0.0
4131,7,N_Morag034,0,0,0.0
4132,7,N_Morag035,0,0,0.0
4133,7,N_Morag036,0,0,0.0
4134,7,N_Morag038,0,0,0.0
4135,7,N_Morag040,0,0,0.0
4136,7,N_Morag042,0,0,0.0
4137,7,N_Morag043,0,0,0.0
4138,7,N_Morag045,0,0,0.0
4139,7,N_Morag046,0,0,0.0
4140,7,N_Morag047,0,0,0.0
4141,7,N_Morag048,0,0,0.0
4142,7,N_Morag049,0,0,0.0
4143,7,N_Morag051,0,0,0.0
4144,7,N_Morag052,0,0,0.0
4145,7,N_Morag053,0,0,0.0
4146,7,N_Morag056,0,0,0.0
4147,7,N_Morag058,0,0,0.0
4148,7,N_Morag062,0,0,0.0
4149,7,N_Morag063,0,0,0.0
4150,7,N_Morag064,0,0,0.0
4151,7,N_Morag065,0,0,0.0
4152,7,N_Morag066,0,0,0.0
4153,7,N_Morag067,0,0,0.0
4154,7,N_Morre001,0,0,0.0
4155,7,N_Morre002,0,0,0.0
4156,7,N_Morre003,0,0,0.0
4157,7,N_Morre004,0,0,0.0
4158,7,N_Morre005,0,0,0.0
4159,7,N_Morre006,0,0,0.0
4160,7,N_Morre007,0,0,0.0
4161,7,N_Morre008,0,0,0.0
4162,7,N_Morre009,0,0,0.0
4163,7,N_Morre011,0,0,0.0
4164,7,N_Morre013,0,0,0.0
4165,7,N_Morre022,0,0,0.0
4167,7,N_Morre024,0,0,0.0
4168,7,N_Morre025,0,0,0.0
4169,7,N_Morre026,0,0,0.0
4170,7,N_Morre027,0,0,0.0
4171,7,N_Morre028,0,0,0.0
4172,7,N_Morre029,0,0,0.0
4173,7,N_Morre030,0,0,0.0
4174,7,N_Morre031,0,0,0.0
4175,7,N_Morre032,0,0,0.0
4176,7,N_Morre033,0,0,0.0
4177,7,N_Morre034,0,0,0.0
4178,7,N_Morre035,0,0,0.0
4179,7,N_Morre036,0,0,0.0
4180,7,N_Morre038,0,0,0.0
4181,7,N_Morre040,0,0,0.0
4182,7,N_Morre042,0,0,0.0
4183,7,N_Morre043,0,0,0.0
4184,7,N_Morre045,0,0,0.0
4185,7,N_Morre046,0,0,0.0
4186,7,N_Morre047,0,0,0.0
4187,7,N_Morre048,0,0,0.0
4188,7,N_Morre049,0,0,0.0
4189,7,N_Morre051,0,0,0.0
4190,7,N_Morre052,0,0,0.0
4191,7,N_Morre053,0,0,0.0
4192,7,N_Morre056,0,0,0.0
4193,7,N_Morre058,0,0,0.0
4194,7,N_Morre062,0,0,0.0
4195,7,N_Morre063,0,0,0.0
4196,7,N_Morre064,0,0,0.0
4197,7,N_Morre065,0,0,0.0
4198,7,N_Morre066,0,0,0.0
4199,7,N_Morre067,0,0,0.0
4200,7,N_Nashe001,0,0,0.0
4201,7,N_Nashe002,0,0,0.0
4202,7,N_Nashe003,0,0,0.0
4203,7,N_Nashe004,0,0,0.0
4209,7,N_Nashe011,0,0,0.0
4210,7,N_Nashe013,0,0,0.0
4211,7,N_Nashe022,0,0,0.0
4212,7,N_Nashe023,0,0,0.0
4213,7,N_Nashe024,0,0,0.0
4214,7,N_Nashe025,0,0,0.0
4215,7,N_Nashe026,0,0,0.0
4216,7,N_Nashe027,0,0,0.0
4217,7,N_Nashe028,0,0,0.0
4218,7,N_Nashe029,0,0,0.0
4219,7,N_Nashe030,0,0,0.0
4220,7,N_Nashe031,0,0,0.0
4221,7,N_Nashe032,0,0,0.0
4222,7,N_Nashe033,0,0,0.0
4223,7,N_Nashe034,0,0,0.0
4224,7,N_Nashe035,0,0,0.0
4225,7,N_Nashe036,0,0,0.0
4226,7,N_Nashe038,0,0,0.0
4227,7,N_Nashe040,0,0,0.0
4228,7,N_Nashe042,0,0,0.0
4229,7,N_Nashe043,0,0,0.0
4230,7,N_Nashe045,0,0,0.0
4231,7,N_Nashe046,0,0,0.0
4232,7,N_Nashe047,0,0,0.0
4233,7,N_Nashe048,0,0,0.0
4234,7,N_Nashe049,0,0,0.0
4235,7,N_Nashe051,0,0,0.0
4236,7,N_Nashe052,0,0,0.0
4237,7,N_Nashe053,0,0,0.0
4238,7,N_Nashe056,0,0,0.0
4239,7,N_Nashe058,0,0,0.0
4240,7,N_Nashe062,0,0,0.0
4241,7,N_Nashe063,0,0,0.0
4242,7,N_Nashe064,0,0,0.0
4243,7,N_Nashe065,0,0,0.0
4244,7,N_Nashe066,0,0,0.0
4245,7,N_Nashe067,0,0,0.0
4246,7,N_Ophal001,0,0,0.0
4247,7,N_Ophal002,0,0,0.0
4249,7,N_Ophal004,0,0,0.0
4250,7,N_Ophal005,0,0,0.0
4251,7,N_Ophal006,0,0,0.0
4252,7,N_Ophal007,0,0,0.0
4253,7,N_Ophal008,0,0,0.0
4254,7,N_Ophal009,0,0,0.0
4255,7,N_Ophal011,0,0,0.0
4256,7,N_Ophal013,0,0,0.0
4257,7,N_Ophal022,0,0,0.0
4258,7,N_Ophal023,0,0,0.0
4259,7,N_Ophal024,0,0,0.0
4260,7,N_Ophal025,0,0,0.0
4261,7,N_Ophal026,0,0,0.0
4262,7,N_Ophal027,0,0,0.0
4263,7,N_Ophal028,0,0,0.0
4264,7,N_Ophal029,0,0,0.0
4265,7,N_Ophal030,0,0,0.0
4266,7,N_Ophal031,0,0,0.0
4267,7,N_Ophal032,0,0,0.0
4268,7,N_Ophal033,0,0,0.0
4269,7,N_Ophal034,0,0,0.0
4270,7,N_Ophal035,0,0,0.0
4271,7,N_Ophal036,0,0,0.0
4272,7,N_Ophal038,0,0,0.0
4273,7,N_Ophal040,0,0,0.0
4274,7,N_Ophal042,0,0,0.0
4275,7,N_Ophal043,0,0,0.0
4276,7,N_Ophal045,0,0,0.0
4277,7,N_Ophal046,0,0,0.0
4278,7,N_Ophal047,0,0,0.0
4279,7,N_Ophal048,0,0,0.0
4280,7,N_Ophal049,0,0,0.0
4281,7,N_Ophal051,0,0,0.0
4282,7,N_Ophal052,0,0,0.0
4283,7,N_Ophal053,0,0,0.0
4284,7,N_Ophal056,0,0,0.0
4285,7,N_Ophal058,0,0,0.0
4286,7,N_Ophal062,0,0,0.0
4287,7,N_Ophal063,0,0,0.0
4288,7,N_Ophal064,0,0,0.0
4289,7,N_Ophal065,0,0,0.0
4290,7,N_Ophal066,0,0,0.0
4291,7,N_Ophal067,0,0,0.0
4292,7,N_Sedos001,0,0,0.0
4293,7,N_Sedos002,0,0,0.0
4294,7,N_Sedos003,0,0,0.0
4295,7,N_Sedos004,0,0,0.0
4296,7,N_Sedos005,0,0,0.0
4297,7,N_Sedos006,0,0,0.0
4298,7,N_Sedos007,0,0,0.0
4299,7,N_Sedos008,0,0,0.0
4300,7,N_Sedos009,0,0,0.0
4301,7,N_Sedos011,0,0,0.0
4302,7,N_Sedos013,0,0,0.0
4303,7,N_Sedos022,0,0,0.0
4304,7,N_Sedos023,0,0,0.0
4305,7,N_Sedos024,0,0,0.0
4306,7,N_Sedos025,0,0,0.0
4307,7,N_Sedos026,0,0,0.0
4308,7,N_Sedos027,0,0,0.0
4309,7,N_Sedos028,0,0,0.0
4310,7,N_Sedos029,0,0,0.0
4311,7,N_Sedos030,0,0,0.0
4312,7,N_Sedos031,0,0,0.0
4313,7,N_Sedos032,0,0,0.0
4314,7,N_Sedos033,0,0,0.0
4315,7,N_Sedos034,0,0,0.0
4316,7,N_Sedos035,0,0,0.0
4317,7,N_Sedos036,0,0,0.0
4318,7,N_Sedos038,0,0,0.0
4319,7,N_Sedos040,0,0,0.0
4320,7,N_Sedos042,0,0,0.0
4321,7,N_Sedos043,0,0,0.0
4322,7,N_Sedos045,0,0,0.0
4323,7,N_Sedos046,0,0,0.0
4324,7,N_Sedos047,0,0,0.0
4325,7,N_Sedos048,0,0,0.0
4326,7,N_Sedos049,0,0,0.0
4327,7,N_Sedos051,0,0,0.0
4328,7,N_Sedos052,0,0,0.0
4329,7,N_Sedos053,0,0,0.0
4330,7,N_Sedos056,0,0,0.0
4331,7,N_Sedos058,0,0,0.0
4332,7,N_Sedos062,0,0,0.0
4333,7,N_Sedos063,0,0,0.0
4334,7,N_Sedos064,0,0,0.0
4335,7,N_Sedos065,0,0,0.0
4336,7,N_Sedos066,0,0,0.0
4337,7,N_Sedos067,0,0,0.0
4338,7,N_Halue001,0,0,0.0
4339,7,N_Halue002,0,0,0.0
4340,7,N_Halue003,0,0,0.0
4341,7,N_Halue004,0,0,0.0
4342,7,N_Halue005,0,0,0.0
4343,7,N_Halue006,0,0,0.0
4344,7,N_Halue007,0,0,0.0
4345,7,N_Halue008,0,0,0.0
4346,7,N_Halue009,0,0,0.0
4347,7,N_Halue011,0,0,0.0
4348,7,N_Halue013,0,0,0.0
4349,7,N_Halue022,0,0,0.0
4350,7,N_Halue023,0,0,0.0
4351,7,N_Halue024,0,0,0.0
4352,7,N_Halue025,0,0,0.0
4353,7,N_Halue026,0,0,0.0
4354,7,N_Halue027,0,0,0.0
4355,7,N_Halue028,0,0,0.0
4356,7,N_Halue029,0,0,0.0
4357,7,N_Halue030,0,0,0.0
4358,7,N_Halue031,0,0,0.0
4359,7,N_Halue032,0,0,0.0
4360,7,N_Halue033,0,0,0.0
4361,7,N_Halue034,0,0,0.0
4362,7,N_Halue035,0,0,0.0
4363,7,N_Halue036,0,0,0.0
4364,7,N_Halue038,0,0,0.0
4365,7,N_Halue040,0,0,0.0
4366,7,N_Halue042,0,0,0.0
4367,7,N_Halue043,0,0,0.0
4368,7,N_Halue045,0,0,0.0
4369,7,N_Halue046,0,0,0.0
4370,7,N_Halue047,0,0,0.0
4371,7,N_Halue048,0,0,0.0
4372,7,N_Halue049,0,0,0.0
4373,7,N_Halue051,0,0,0.0
4374,7,N_Halue052,0,0,0.0
4375,7,N_Halue053,0,0,0.0
4376,7,N_Halue056,0,0,0.0
4377,7,N_Halue058,0,0,0.0
4378,7,N_Halue062,0,0,0.0
4379,7,N_Halue063,0,0,0.0
4380,7,N_Halue064,0,0,0.0
4381,7,N_Halue065,0,0,0.0
4382,7,N_Halue066,0,0,0.0
4383,7,N_Halue067,0,0,0.0
4384,7,M_CeleM001,0,0,0.0
4385,7,M_CeleM002,0,0,0.0
4386,7,M_CeleM003,0,0,0.0
4387,7,M_CeleM004,0,0,0.0
4388,7,M_CeleM005,0,0,0.0
4389,7,M_CeleM032,0,0,0.0
4390,7,M_CeleM048,0,0,0.0
